Invoice ID,City,Customer_age,Gender,Product_line,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,gross margin percentage,gross income,rating,Item_Visibility,monthly_income
471-41-2823,Naypyitaw,26,Male,pendrive,99.79,2,9.979,209.559,03-07-2019,20:37,Ewallet,4.761904762,9.979,8,0.019764765,75000
462-67-9126,Yangon,25,Male,home_appliances,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,4.761904762,21.966,7.2,0.080455726,53921
272-27-9238,Naypyitaw,27,Female,pendrive,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,4.761904762,8.248,7.1,0.109540783,17987
834-25-9262,Naypyitaw,54,Female,hardisk,81.68,4,16.336,343.056,01-06-2019,12:12,Cash,4.761904762,16.336,9.1,0.026291649,50000
122-61-9553,Naypyitaw,49,Female,electronics,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,4.761904762,23.094,5.6,0.173299972,30000
468-88-0009,Yangon,30,Male,home_appliances,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,4.761904762,13.188,6,0.021325759,78970
613-59-9758,Naypyitaw,33,Female,computers,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,4.761904762,7.18,5.4,0.042441097,80000
254-31-0042,Yangon,34,Male,electronics,21.5,9,9.675,203.175,03-06-2019,12:46,Credit card,4.761904762,9.675,7.8,0,45261
201-86-2184,Mandalay,65,Female,electronics,26.26,7,9.191,193.011,02-02-2019,19:40,Cash,4.761904762,9.191,9.9,0.057381292,22000
261-12-8671,Mandalay,23,Female,hardisk,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,4.761904762,6.096,4.9,0.017277445,33000
730-70-9830,Naypyitaw,24,Female,home_appliances,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,4.761904762,21.033,5.2,0.047249645,74493
382-25-8917,Naypyitaw,25,Male,hardisk,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,4.761904762,12.624,8.9,0.046408928,63100
422-29-8786,Yangon,23,Female,home_appliances,67.09,5,16.7725,352.2225,01-03-2019,16:47,Credit card,4.761904762,16.7725,9.1,0.067456225,57706
667-23-5919,Yangon,44,Female,hardisk,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,4.761904762,24.175,7,0.027315417,43810
843-01-4703,Mandalay,32,Female,home_appliances,35.38,9,15.921,334.341,01-05-2019,19:50,Credit card,4.761904762,15.921,9.6,0.021972988,50571
743-88-1662,Naypyitaw,27,Male,computers,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,4.761904762,33.4215,8.7,0.059270332,77000
595-86-2894,Naypyitaw,55,Male,hardisk,96.98,4,19.396,407.316,02-06-2019,17:20,Ewallet,4.761904762,19.396,9.4,0.027936385,43893
182-69-8360,Mandalay,34,Female,electronics,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,4.761904762,4.73,4,0.033958586,34584
289-15-7034,Yangon,33,Male,computers,82.33,4,16.466,345.786,01-11-2019,10:37,Credit card,4.761904762,16.466,7.5,0.005973153,53000
462-78-5240,Naypyitaw,29,Female,electronics,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,4.761904762,2.661,4.2,0.033968012,80464
868-52-7573,Mandalay,28,Female,pendrive,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,4.761904762,24.9225,9.9,0.027861814,79633
153-58-4872,Naypyitaw,27,Female,pendrive,74.89,4,14.978,314.538,03-01-2019,15:32,Ewallet,4.761904762,14.978,4.2,0.134564284,80000
662-72-2873,Yangon,26,Female,pendrive,40.94,5,10.235,214.935,01-06-2019,13:58,Ewallet,4.761904762,10.235,9.9,0.099851786,43260
525-88-7307,Mandalay,25,Male,computers,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,4.761904762,3.791,5.8,0.280083047,10001
689-16-9784,Naypyitaw,27,Male,pendrive,46.77,6,14.031,294.651,03-11-2019,13:37,Cash,4.761904762,14.031,6,0.026320247,53576
725-56-0833,Yangon,54,Female,health_gadget,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,4.761904762,16.16,10,0.060665739,72724
394-41-0748,Naypyitaw,49,Female,hardisk,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,4.761904762,24.3315,9.5,0.052290474,78947
596-42-3999,Mandalay,30,Male,pendrive,18.22,7,6.377,133.917,03-10-2019,14:04,Credit card,4.761904762,6.377,6.6,0.140447292,54602
541-89-9860,Naypyitaw,33,Female,hardisk,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,4.761904762,12.072,8.1,0.079076331,51508
173-82-9529,Mandalay,34,Female,hardisk,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,4.761904762,18.975,9.7,0.030599358,18460
563-36-9814,Yangon,61,Male,electronics,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,4.761904762,3.841,7.2,0.051042366,36540
308-47-4913,Yangon,23,Female,computers,52.26,10,26.13,548.73,03-09-2019,12:45,Credit card,4.761904762,26.13,6.2,0.123745045,79475
885-17-6250,Yangon,24,Female,health_gadget,79.74,1,3.987,83.727,03-06-2019,10:36,Ewallet,4.761904762,3.987,7.3,0.04592756,82500
726-27-2396,Yangon,25,Female,health_gadget,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,4.761904762,19.375,4.3,0.048975573,39562
316-01-3952,Yangon,23,Female,pendrive,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,4.761904762,13.5675,4.6,0.13177444,40190
760-54-1821,Mandalay,24,Male,home_appliances,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,4.761904762,6.1155,5.8,0,46216
793-10-3222,Mandalay,25,Female,health_gadget,41.06,6,12.318,258.678,03-05-2019,13:30,Credit card,4.761904762,12.318,8.3,0.068788985,33000
346-12-3257,Mandalay,23,Male,electronics,19.24,9,8.658,181.818,03-04-2019,16:28,Cash,4.761904762,8.658,8,0.05630601,52603
110-05-6330,Naypyitaw,44,Female,pendrive,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,4.761904762,11.829,9.4,0.025864429,82214
651-61-0874,Naypyitaw,32,Male,home_appliances,46.22,4,9.244,194.124,03-12-2019,20:04,Credit card,4.761904762,9.244,6.2,0.02704266,79628
236-86-3015,Naypyitaw,27,Male,home_appliances,13.98,1,0.699,14.679,02-04-2019,13:38,Ewallet,4.761904762,0.699,9.8,0.124994714,160826
831-64-0259,Mandalay,44,Female,hardisk,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,4.761904762,9.9375,9.6,0.189512493,55000
587-03-7455,Naypyitaw,34,Female,hardisk,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,4.761904762,34.2265,4.9,0.038737554,43000
882-40-4577,Yangon,33,Male,computers,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,4.761904762,13.452,8,0.012445941,34062
732-67-5346,Yangon,29,Male,pendrive,13.79,5,3.4475,72.3975,01-11-2019,19:07,Credit card,4.761904762,3.4475,7.8,0.05740255,76500
725-32-9708,Mandalay,28,Female,hardisk,68.71,4,13.742,288.582,01-04-2019,19:01,Cash,4.761904762,13.742,4.1,0.018609305,62880
256-08-8343,Yangon,27,Female,home_appliances,56.53,4,11.306,237.426,03-04-2019,19:48,Ewallet,4.761904762,11.306,5.5,0.078327268,43850
372-26-1506,Naypyitaw,26,Female,hardisk,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,4.761904762,5.955,5.4,0.093464804,32690
244-08-0162,Mandalay,25,Female,health_gadget,34.21,10,17.105,359.205,01-02-2019,13:00,Cash,4.761904762,17.105,5.1,0.090702992,43915
569-71-4390,Mandalay,27,Male,computers,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,4.761904762,2.187,6.9,0.024751688,32200
132-23-6451,Yangon,54,Male,health_gadget,20.97,5,5.2425,110.0925,01-04-2019,13:21,Cash,4.761904762,5.2425,7.8,0.0667322,54840
696-90-2548,Yangon,49,Male,computers,25.84,3,3.876,81.396,03-10-2019,18:55,Ewallet,4.761904762,3.876,6.6,0.018647294,72691
472-15-9636,Yangon,30,Male,home_appliances,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,4.761904762,20.372,9.2,0.021603383,33100
268-03-6164,Mandalay,33,Male,health_gadget,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,4.761904762,4.8055,7.8,0.065799906,43500
750-57-9686,Naypyitaw,34,Female,home_appliances,45.38,4,9.076,190.596,01-08-2019,13:48,Credit card,4.761904762,9.076,8.7,0,18000
186-09-3669,Naypyitaw,61,Female,health_gadget,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,4.761904762,4.0755,9.2,0.109890489,55400
848-07-1692,Mandalay,23,Female,health_gadget,57.22,2,5.722,120.162,01-12-2019,17:13,Ewallet,4.761904762,5.722,8.3,0.017093789,30054
745-71-3520,Yangon,24,Female,electronics,25.22,7,8.827,185.367,02-04-2019,10:23,Cash,4.761904762,8.827,8.2,0.16898615,20803
266-76-6436,Naypyitaw,25,Female,pendrive,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,4.761904762,5.79,7.5,0.026302004,51730
740-22-2500,Naypyitaw,23,Female,electronics,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,4.761904762,12.6075,9.8,0.105155137,18780
271-88-8734,Naypyitaw,24,Female,hardisk,97.21,10,48.605,1020.705,02-08-2019,13:00,Credit card,4.761904762,48.605,8.7,0.088708388,37957
301-81-8610,Mandalay,25,Male,hardisk,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,4.761904762,10.168,6.7,0.00632491,51810
489-64-4354,Naypyitaw,23,Male,hardisk,16.28,1,0.814,17.094,03-09-2019,15:36,Cash,4.761904762,0.814,5,0.029629236,78304
198-84-7132,Mandalay,44,Male,hardisk,40.61,9,18.2745,383.7645,01-02-2019,13:40,Cash,4.761904762,18.2745,7,0.064924087,77000
269-10-8440,Yangon,32,Male,health_gadget,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,4.761904762,18.6095,8.9,0.167123591,20000
650-98-6268,Mandalay,27,Female,pendrive,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,4.761904762,3.1305,8,0.017813048,40000
741-73-3559,Mandalay,44,Male,computers,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,4.761904762,16.8175,6.9,0.04045348,76015
325-77-6186,Yangon,34,Female,home_appliances,90.65,10,45.325,951.825,03-08-2019,10:53,Ewallet,4.761904762,45.325,7.3,0.161370557,82086
286-75-7818,Mandalay,33,Male,hardisk,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,4.761904762,6.908,6.9,0.123617286,88000
574-57-9721,Naypyitaw,29,Male,pendrive,43.27,2,4.327,90.867,03-08-2019,16:53,Ewallet,4.761904762,4.327,5.7,0.104021582,96000
459-50-7686,Yangon,28,Female,electronics,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,4.761904762,7.038,6.4,0.067549872,30400
616-87-0016,Mandalay,27,Male,hardisk,95.54,7,33.439,702.219,03-09-2019,14:36,Credit card,4.761904762,33.439,9.6,0.01441152,21074
837-55-7229,Mandalay,26,Female,hardisk,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,4.761904762,2.372,6.8,0.010961524,50248
751-69-0068,Naypyitaw,25,Male,computers,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,4.761904762,44.658,9,0.087294906,39212
257-73-1380,Naypyitaw,27,Male,computers,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,4.761904762,16.586,9.6,0.014338639,100504
345-08-4992,Yangon,54,Male,home_appliances,33.99,6,10.197,214.137,03-08-2019,15:37,Credit card,4.761904762,10.197,7.7,0.159834724,79979
549-96-4200,Naypyitaw,49,Male,pendrive,17.04,4,3.408,71.568,03-08-2019,20:15,Ewallet,4.761904762,3.408,7,0.008753653,51985
810-60-6344,Naypyitaw,30,Female,electronics,40.86,8,16.344,343.224,02-07-2019,14:38,Credit card,4.761904762,16.344,6.5,0.012061003,52253
450-28-2866,Naypyitaw,33,Male,pendrive,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,4.761904762,4.36,8.1,0.109596256,55000
394-30-3170,Mandalay,34,Female,computers,88.43,8,35.372,742.812,3/22/2019,19:35,Credit card,4.761904762,35.372,4.3,0,72500
138-17-5109,Yangon,61,Female,home_appliances,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,4.761904762,40.1445,6.5,0.042047755,21273
192-98-7397,Naypyitaw,23,Male,hardisk,12.78,1,0.639,13.419,01-08-2019,14:11,Ewallet,4.761904762,0.639,9.5,0.049791265,29317
301-11-9629,Yangon,24,Female,computers,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,4.761904762,6.685,9.7,0.054086343,55105
390-80-5128,Mandalay,25,Female,health_gadget,19.15,1,0.9575,20.1075,1/28/2019,17:58,Credit card,4.761904762,0.9575,9.5,0.035476594,24196
235-46-8343,Naypyitaw,33,Male,pendrive,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,4.761904762,13.83,8.9,0.060534179,30315
453-12-7053,Naypyitaw,37,Male,hardisk,45.74,3,6.861,144.081,03-10-2019,17:38,Credit card,4.761904762,6.861,6.5,0.034874689,59075
296-11-7041,Mandalay,23,Female,health_gadget,27.07,1,1.3535,28.4235,01-12-2019,20:07,Credit card,4.761904762,1.3535,5.3,0.066403009,54999
449-27-2918,Mandalay,24,Female,computers,39.12,1,1.956,41.076,3/26/2019,11:02,Credit card,4.761904762,1.956,9.6,0.075815345,10200
891-01-7034,Mandalay,25,Female,electronics,74.71,6,22.413,470.673,01-01-2019,19:07,Cash,4.761904762,22.413,6.7,0.072915282,43893
744-09-5786,Mandalay,23,Male,electronics,22.01,6,6.603,138.663,01-02-2019,18:50,Cash,4.761904762,6.603,7.6,0.041077066,50399
727-17-0390,Yangon,44,Female,pendrive,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,4.761904762,15.9025,4.8,0.169808455,86401
568-88-3448,Yangon,32,Male,health_gadget,25,1,1.25,26.25,03-03-2019,15:09,Ewallet,4.761904762,1.25,5.5,0.106435421,73529
187-83-5490,Yangon,27,Male,electronics,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,4.761904762,4.154,4.7,0.022749737,40000
767-54-1907,Mandalay,33,Female,hardisk,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,4.761904762,7.39,6.9,0.152029528,82474
710-46-4433,Mandalay,34,Female,pendrive,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,4.761904762,34.83,4.5,0.01214561,81422
533-33-5337,Mandalay,33,Male,electronics,79.39,10,39.695,833.595,02-07-2019,20:24,Cash,4.761904762,39.695,6.2,0.011124197,72297
325-90-8763,Naypyitaw,29,Female,electronics,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,4.761904762,23.285,7.6,0.018834342,50477
729-46-7422,Naypyitaw,28,Male,pendrive,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,4.761904762,1.7945,7.9,0,70100
639-76-1242,Naypyitaw,27,Male,pendrive,40.52,5,10.13,212.73,02-03-2019,15:19,Cash,4.761904762,10.13,4.5,0.015289106,75324
234-03-4040,Mandalay,26,Female,pendrive,73.05,10,36.525,767.025,03-03-2019,12:25,Credit card,4.761904762,36.525,8.7,0.056394771,60000
326-71-2155,Naypyitaw,25,Female,computers,73.95,4,14.79,310.59,02-03-2019,10:02,Cash,4.761904762,14.79,6.1,0,33000
320-32-8842,Naypyitaw,27,Female,pendrive,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,4.761904762,1.131,6.4,0.079650513,22000
470-32-9057,Yangon,54,Male,pendrive,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,4.761904762,12.835,9.1,0.030359318,79220
878-30-2331,Naypyitaw,49,Female,computers,54.55,10,27.275,572.775,03-02-2019,11:22,Credit card,4.761904762,27.275,7.1,0.04316119,79497
440-59-5691,Naypyitaw,30,Female,health_gadget,37.15,7,13.0025,273.0525,02-08-2019,13:12,Credit card,4.761904762,13.0025,7.7,0.020721583,55931
554-53-3790,Mandalay,33,Male,computers,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,4.761904762,11.106,4.5,0.031515822,42430
746-19-0921,Naypyitaw,34,Male,pendrive,21.58,1,1.079,22.659,02-09-2019,10:02,Ewallet,4.761904762,1.079,7.2,0.073858923,38306
233-34-0817,Naypyitaw,61,Female,electronics,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,4.761904762,4.942,8.4,0.056785107,77379
767-05-1286,Naypyitaw,23,Female,home_appliances,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,4.761904762,25.131,5.4,0,41089
340-21-9136,Yangon,24,Female,computers,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,4.761904762,8.01,9.7,0.041908424,34501
405-31-3305,Yangon,25,Male,hardisk,43.13,10,21.565,452.865,02-02-2019,18:31,Credit card,4.761904762,21.565,5.5,0.058377105,82418
731-59-7531,Mandalay,23,Male,health_gadget,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,4.761904762,29.028,4.6,0.184169331,25000
676-39-6028,Yangon,24,Female,electronics,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,4.761904762,16.11,6.6,0.279663801,31582
502-05-1910,Yangon,25,Male,health_gadget,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,4.761904762,9.777,6.3,0.042042857,76145
485-30-8700,Yangon,23,Female,computers,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,4.761904762,8.315,4.2,0.100765839,82492
598-47-9715,Naypyitaw,44,Male,electronics,84.07,4,16.814,353.094,03-07-2019,16:54,Ewallet,4.761904762,16.814,4.4,0.007291207,34032
701-69-8742,Mandalay,32,Male,computers,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,4.761904762,17.185,6.7,0.182980378,50168
575-67-1508,Yangon,27,Male,electronics,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,4.761904762,1.93,6.7,0,76523
541-08-3113,Naypyitaw,67,Male,pendrive,65.97,8,26.388,554.148,02-02-2019,20:29,Cash,4.761904762,26.388,8.4,0.057175809,82189
246-11-3901,Naypyitaw,34,Female,electronics,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,4.761904762,16.4,6.2,0.06969924,78326
674-15-9296,Yangon,33,Male,computers,37.14,5,9.285,194.985,01-08-2019,13:05,Ewallet,4.761904762,9.285,5,0.120667057,73400
305-18-3552,Mandalay,29,Male,home_appliances,60.38,10,30.19,633.99,02-12-2019,16:19,Cash,4.761904762,30.19,6,0.148751515,25000
493-65-6248,Naypyitaw,28,Female,computers,36.98,10,18.49,388.29,01-01-2019,19:48,Credit card,4.761904762,18.49,7,0.133296733,78622
438-01-4015,Mandalay,27,Female,computers,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,4.761904762,9.898,6.6,0.013111823,34977
709-58-4068,Mandalay,26,Female,hardisk,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,4.761904762,20.545,7.3,0.115052659,18603
795-49-7276,Yangon,25,Male,hardisk,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,4.761904762,7.43,8.3,0.093644428,80054
556-72-8512,Naypyitaw,27,Male,home_appliances,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,4.761904762,1.148,4.3,0.092971061,27898
627-95-3243,Mandalay,54,Female,home_appliances,77.68,9,34.956,734.076,02-04-2019,13:21,Ewallet,4.761904762,34.956,9.8,0.105245865,38500
686-41-0932,Mandalay,49,Female,hardisk,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,4.761904762,3.47,8.2,0.028664878,61200
510-09-5628,Yangon,30,Female,hardisk,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,4.761904762,9.83,7.2,0.026142114,74464
608-04-3797,Mandalay,33,Female,health_gadget,25.32,8,10.128,212.688,03-05-2019,20:24,Ewallet,4.761904762,10.128,8.7,0.027635129,53737
148-82-2527,Naypyitaw,34,Female,home_appliances,12.12,10,6.06,127.26,03-05-2019,13:44,Credit card,4.761904762,6.06,8.4,0.075786047,79523
437-53-3084,Mandalay,61,Male,hardisk,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,4.761904762,9.989,7.1,0.214306131,78203
632-32-4574,Mandalay,23,Male,computers,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,4.761904762,30.368,5.5,0.057118149,33700
556-97-7101,Naypyitaw,24,Female,electronics,63.22,2,6.322,132.762,01-01-2019,15:51,Cash,4.761904762,6.322,8.5,0.102967068,22000
862-59-8517,Naypyitaw,25,Female,pendrive,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,4.761904762,27.072,6.2,0.038549965,31000
401-18-8016,Mandalay,23,Female,computers,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,4.761904762,4.9065,8.9,0.087945039,72648
420-18-8989,Yangon,24,Female,computers,51.52,8,20.608,432.768,02-02-2019,15:47,Cash,4.761904762,20.608,9.6,0.048934817,89500
277-63-2961,Mandalay,25,Male,computers,73.97,1,3.6985,77.6685,02-03-2019,15:53,Credit card,4.761904762,3.6985,5.4,0.040945898,80000
573-98-8548,Naypyitaw,23,Female,hardisk,31.9,1,1.595,33.495,01-05-2019,12:40,Ewallet,4.761904762,1.595,9.1,0.023788808,80000
620-02-2046,Naypyitaw,44,Male,home_appliances,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,4.761904762,6.94,9,0.029861927,32999
282-35-2475,Mandalay,32,Female,computers,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,4.761904762,9.331,6.3,0.036611419,49904
511-54-3087,Mandalay,27,Male,computers,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,4.761904762,4.4225,9.5,0.028589521,71499
726-29-6793,Yangon,67,Male,electronics,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,4.761904762,9.672,9.8,0.071720362,80278
387-49-4215,Mandalay,34,Female,computers,48.5,3,7.275,152.775,01-08-2019,12:50,Cash,4.761904762,7.275,6.7,0.09203683,71000
862-17-9201,Mandalay,33,Female,pendrive,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,4.761904762,25.215,7.7,0.099649694,78900
291-21-5991,Mandalay,29,Male,health_gadget,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,4.761904762,15.3225,7,0.099274751,33000
602-80-9671,Naypyitaw,28,Female,home_appliances,15.95,6,4.785,100.485,02-09-2019,17:15,Credit card,4.761904762,4.785,5.1,0.020368186,76865
347-72-6115,Mandalay,27,Female,computers,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,4.761904762,31.759,6.2,0.176712457,35000
209-61-0206,Yangon,26,Female,home_appliances,42.91,5,10.7275,225.2775,01-05-2019,17:29,Ewallet,4.761904762,10.7275,6.1,0.034949223,40900
595-27-4851,Yangon,25,Female,hardisk,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,4.761904762,18.998,9.3,0.093315935,75850
189-52-0236,Yangon,27,Male,electronics,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,4.761904762,34.8425,7.6,0.0163024,39289
503-07-0930,Naypyitaw,54,Male,computers,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,4.761904762,20.4365,8.2,0.05704978,35000
413-20-6708,Naypyitaw,49,Female,hardisk,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,4.761904762,2.5735,8.5,0.034674522,75858
425-85-2085,Mandalay,30,Male,health_gadget,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,4.761904762,13.715,9.8,0.015470159,63427
521-18-7827,Naypyitaw,33,Male,home_appliances,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,4.761904762,9.8475,8.7,0.014362412,27570
220-28-1851,Yangon,34,Male,home_appliances,34.73,2,3.473,72.933,03-01-2019,18:14,Ewallet,4.761904762,3.473,9.7,0.032224086,22618
600-38-9738,Naypyitaw,61,Male,computers,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,4.761904762,17.98,4.3,0.153585858,51890
734-91-1155,Mandalay,23,Female,electronics,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,4.761904762,6.8565,7.7,0.165013572,24000
451-28-5717,Naypyitaw,24,Female,home_appliances,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,4.761904762,24.951,7.3,0.017226149,37500
609-81-8548,Yangon,25,Female,home_appliances,37.44,6,11.232,235.872,02-06-2019,13:55,Credit card,4.761904762,11.232,5.9,0.107041738,78488
133-14-7229,Naypyitaw,23,Male,health_gadget,62.87,2,6.287,132.027,01-01-2019,11:43,Cash,4.761904762,6.287,5,0.03249201,67005
534-01-4457,Yangon,24,Male,pendrive,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,4.761904762,24.513,8,0.104509448,22252
719-89-8991,Yangon,25,Female,computers,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,4.761904762,22.8525,7.1,0.077636468,31150
286-62-6248,Mandalay,23,Male,hardisk,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,4.761904762,7.842,9,0.044598726,50265
339-38-9982,Mandalay,44,Male,hardisk,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,4.761904762,5.986,6.7,0.169493477,80981
827-44-5872,Mandalay,32,Female,pendrive,54.36,10,27.18,570.78,02-07-2019,11:28,Credit card,4.761904762,27.18,6.1,0.051427223,82171
827-77-7633,Yangon,27,Male,computers,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,4.761904762,44.1405,9.3,0.021492339,20000
287-83-1405,Yangon,67,Male,health_gadget,25.43,6,7.629,160.209,02-12-2019,19:01,Ewallet,4.761904762,7.629,7,0,35000
435-13-4908,Yangon,34,Male,hardisk,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,4.761904762,34.672,7.2,0.02304845,77000
857-67-9057,Mandalay,33,Male,electronics,22.95,10,11.475,240.975,02-06-2019,19:20,Ewallet,4.761904762,11.475,8.2,0.077729209,26562
236-27-1144,Naypyitaw,29,Female,pendrive,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,4.761904762,7.3395,8.4,0.165611092,49494
892-05-6689,Yangon,28,Female,home_appliances,28.32,5,7.08,148.68,03-11-2019,13:28,Ewallet,4.761904762,7.08,6.2,0.027858864,46255
583-41-4548,Naypyitaw,27,Male,home_appliances,16.67,7,5.8345,122.5245,02-07-2019,11:36,Ewallet,4.761904762,5.8345,7.4,0.033408076,33455
339-12-4827,Mandalay,26,Female,hardisk,73.96,1,3.698,77.658,01-05-2019,11:32,Credit card,4.761904762,3.698,5,0.028779079,13200
643-38-7867,Yangon,25,Male,home_appliances,97.94,1,4.897,102.837,03-07-2019,11:44,Ewallet,4.761904762,4.897,6.9,0.030557961,47300
308-81-0538,Yangon,27,Female,hardisk,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,4.761904762,14.61,4.9,0.058154195,78105
358-88-9262,Naypyitaw,54,Female,pendrive,87.48,6,26.244,551.124,02-01-2019,18:43,Ewallet,4.761904762,26.244,5.1,0.079666936,51810
460-35-4390,Yangon,49,Male,home_appliances,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,4.761904762,4.602,9.1,0.095306027,79601
343-87-0864,Naypyitaw,30,Male,health_gadget,75.88,1,3.794,79.674,01-03-2019,10:30,Credit card,4.761904762,3.794,7.1,0.150455041,79110
173-50-1108,Mandalay,33,Female,computers,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,4.761904762,4.036,5,0.074731622,70980
243-47-2663,Naypyitaw,34,Male,electronics,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,4.761904762,5.631,5.5,0.268966279,35000
